id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>
1699,yan j.,"<table><tr><td>Authors:</td><td>yan j.; diakité a.a.; zlatanova s.; aleksandrov m.</td></tr><tr><td>Title:</td><td>finding outdoor boundaries for 3d space-based navigation</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12613,0.229,1.111,3,86,14
1700,myrda g.,"<table><tr><td>Authors:</td><td>myrda g.; szady b.; ?awrynowicz a.</td></tr><tr><td>Title:</td><td>modeling and presenting incomplete and uncertain data on historical settlement units</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12609,0.0398,0.6284,3,7,4
1701,yoo e.-h.,"<table><tr><td>Authors:</td><td>yoo e.-h.; roberts j.e.; eum y.; shi y.</td></tr><tr><td>Title:</td><td>quality of hybrid location data drawn from gps-enabled mobile phones: does it matter?</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12612,-0.4236,0.5733,4,153,32
1702,zhang m. (a),"<table><tr><td>Authors:</td><td>zhang m.; wang b.; liu d.l.; liu j.; zhang h.; feng p.; kong d.; cleverly j.; yang x.; yu q.</td></tr><tr><td>Title:</td><td>incorporating dynamic factors for improving a gis-based solar radiation model</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12607,0.9092,0.3692,8,30,12
1703,heitzler m.,"<table><tr><td>Authors:</td><td>heitzler m.; hurni l.</td></tr><tr><td>Title:</td><td>cartographic reconstruction of building footprints from historical maps: a study on the swiss siegfried map</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12610,0.1696,0.4348,3,21,6
1704,yin z. (b),"<table><tr><td>Authors:</td><td>yin z.; li s.; ying s.; jin z.; liu h.; xiao j.</td></tr><tr><td>Title:</td><td>method for calculating the encounter probability in network space</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12605,-0.4518,0.656,4,69,28
1705,wang l. (b),"<table><tr><td>Authors:</td><td>wang l.; ai t.; shen y.; li j.</td></tr><tr><td>Title:</td><td>the isotropic organization of dem structure and extraction of valley lines using hexagonal grid</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12611,1.0715,0.2385,1,45,24
1706,abolhasani s.,"<table><tr><td>Authors:</td><td>abolhasani s.; taleai m.</td></tr><tr><td>Title:</td><td>assessing the effect of temporal dynamics on urban growth simulation: towards an asynchronous cellular automata</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12601,0.405,-0.8817,6,90,35
1707,du f.,"<table><tr><td>Authors:</td><td>du f.; zhu a.-x.; liu j.; yang l.</td></tr><tr><td>Title:</td><td>predictive mapping with small field sample data using semi-supervised machine learning</td></tr><tr><td>Source:</td><td>[no source], 24(2)</td></tr></table>",https://doi.org/10.1111/tgis.12598,0.6013,-0.1516,1,83,23
1708,bhattacharjee s.,"<table><tr><td>Authors:</td><td>bhattacharjee s.; chen j.; ghosh s.k.</td></tr><tr><td>Title:</td><td>spatio-temporal prediction of land surface temperature using semantic kriging</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12596,0.2949,-0.0304,2,92,11
1709,swan b.,"<table><tr><td>Authors:</td><td>swan b.; griffin r.</td></tr><tr><td>Title:</td><td>a lidar–optical data fusion approach for identifying and measuring small stream impoundments and dams</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12595,0.6933,-0.6007,1,6,5
1710,sehra s.s.,"<table><tr><td>Authors:</td><td>sehra s.s.; singh j.; rai h.s.; anand s.s.</td></tr><tr><td>Title:</td><td>extending processing toolbox for assessing the logical consistency of openstreetmap data</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12587,-0.0457,0.6827,3,111,42
1711,jin c. (b),"<table><tr><td>Authors:</td><td>jin c.; nara a.; yang j.-a.; tsou m.-h.</td></tr><tr><td>Title:</td><td>similarity measurement on human mobility data with spatially weighted structural similarity index (spssim)</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12590,-0.5861,0.5777,4,102,27
1712,zhu r. (a),"<table><tr><td>Authors:</td><td>zhu r.; guilbert é.; wong m.s.</td></tr><tr><td>Title:</td><td>object-oriented tracking of thematic and spatial behaviors of urban heat islands</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12586,0.2862,0.3013,3,40,14
1713,xu s.,"<table><tr><td>Authors:</td><td>xu s.; li s.; huang w.</td></tr><tr><td>Title:</td><td>a spatial-temporal-semantic approach for detecting local events using geo-social media data</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12589,-0.2417,0.5285,4,52,23
1714,du z.,"<table><tr><td>Authors:</td><td>du z.; zhang x.; li w.; zhang f.; liu r.</td></tr><tr><td>Title:</td><td>a multi-modal transportation data-driven approach to identify urban functional zones: an exploration based on hangzhou city, china</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12591,-0.7447,0.5183,4,95,35
1715,farkas g.,"<table><tr><td>Authors:</td><td>farkas g.</td></tr><tr><td>Title:</td><td>possibilities of using raster data in client-side web maps</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12588,0.4293,0.2258,10,13,5
1716,jaegal y.,"<table><tr><td>Authors:</td><td>jaegal y.; miller h.j.</td></tr><tr><td>Title:</td><td>measuring the structural similarity of network time prisms using temporal signatures with graph indices</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12582,-0.4031,0.8176,4,127,33
1717,jin c. (c),"<table><tr><td>Authors:</td><td>jin c.; lee g.</td></tr><tr><td>Title:</td><td>exploring spatiotemporal dynamics in a housing market using the spatial vector autoregressive lasso: a case study of seoul, korea</td></tr><tr><td>Source:</td><td>[no source], 24(1)</td></tr></table>",https://doi.org/10.1111/tgis.12585,-0.1999,-0.5938,2,93,9
1718,yang x.,"<table><tr><td>Authors:</td><td>yang x.; deng m.; shi y.; tang j.; huang z.; liu y.</td></tr><tr><td>Title:</td><td>detecting statistically significant geographical anomalous regions from spatial sampling points by coupling gaussian function and multidirectional optimization</td></tr><tr><td>Source:</td><td>[no source], 25(3)</td></tr></table>",https://doi.org/10.1111/tgis.12725,-0.1458,0.2892,4,195,34
1719,guo j.,"<table><tr><td>Authors:</td><td>guo j.; shao x.; mo x.</td></tr><tr><td>Title:</td><td>qualitative topological relations between interval type-2 fuzzy spatial objects</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12489,0.5737,0.323,1,39,7
1720,liu l. (b),"<table><tr><td>Authors:</td><td>liu l.; zhu x.; zhu d.; ding x.</td></tr><tr><td>Title:</td><td>m:n object matching on multiscale datasets based on mbr combinatorial optimization algorithm and spatial district</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12488,0.4549,0.8694,3,52,42
1721,jin r.,"<table><tr><td>Authors:</td><td>jin r.; gong j.; deng m.; wan y.; yang w.</td></tr><tr><td>Title:</td><td>a spatial-adjacency-based approach for analyzing urban landscape structure</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12490,0.2903,-0.707,6,66,26
1722,chen m. (b),"<table><tr><td>Authors:</td><td>chen m.; yang c.; hou t.; guonian l.ü.; wen y.; yue s.</td></tr><tr><td>Title:</td><td>developing a data model for understanding geographical analysis models with consideration of their evolution and application processes</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12484,-0.0712,-0.0883,10,81,5
1723,li w. (b),"<table><tr><td>Authors:</td><td>li w.; hu d.; liu y.</td></tr><tr><td>Title:</td><td>an improved measuring method for the information entropy of network topology</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12487,-0.4094,0.5133,5,49,19
1724,lee k.,"<table><tr><td>Authors:</td><td>lee k.; kwan m.-p.</td></tr><tr><td>Title:</td><td>automatic physical activity and in-vehicle status classification based on gps and accelerometer data: a hierarchical classification approach using machine learning techniques</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12485,-0.5329,0.4113,4,195,44
1725,deng m. (a),"<table><tr><td>Authors:</td><td>deng m.; yang x.; shi y.; gong j.; tang j.; liu y.</td></tr><tr><td>Title:</td><td>a non-parametric statistical test method to detect significant cross-outliers in spatial points</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12481,-0.0693,0.5533,4,54,34
1726,sabo f.,"<table><tr><td>Authors:</td><td>sabo f.; corbane c.; florczyk a.j.; ferri s.; pesaresi m.; kemper t.</td></tr><tr><td>Title:</td><td>comparison of built-up area maps produced within the global human settlement framework</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12480,0.4981,-0.3535,1,55,14
1727,liu q.,"<table><tr><td>Authors:</td><td>liu q.; wang z.; ye x.</td></tr><tr><td>Title:</td><td>comparing mobility patterns between residents and visitors using geo-tagged social media data</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12478,-0.6878,0.4839,4,81,27
1728,zhou q.,"<table><tr><td>Authors:</td><td>zhou q.; tian y.</td></tr><tr><td>Title:</td><td>the use of geometric indicators to estimate the quantitative completeness of street blocks in openstreetmap</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12486,0.1121,0.7797,3,109,30
1729,mustafa a.,"<table><tr><td>Authors:</td><td>mustafa a.; ebaid a.; teller j.</td></tr><tr><td>Title:</td><td>benefits of a multiple-solution approach in land change models</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12482,0.4878,-0.8167,6,117,19
1730,davis a.v.,"<table><tr><td>Authors:</td><td>davis a.v.; wang s.</td></tr><tr><td>Title:</td><td>geoexpression: a petri network framework for representing geographic process concurrency</td></tr><tr><td>Source:</td><td>[no source], 22(6)</td></tr></table>",https://doi.org/10.1111/tgis.12477,0.4305,0.1857,3,66,18
1731,chuang h.-m.,"<table><tr><td>Authors:</td><td>chuang h.-m.; chang c.-h.; lee w.-c.</td></tr><tr><td>Title:</td><td>detecting outdated poi relations via web-derived features</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12461,0.0627,0.6807,3,64,12
1732,xing h.,"<table><tr><td>Authors:</td><td>xing h.; meng y.; shi y.</td></tr><tr><td>Title:</td><td>a dynamic human activity-driven model for mixed land use evaluation using social media data</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12447,-0.5458,0.1916,4,150,37
1733,chen y. (b),"<table><tr><td>Authors:</td><td>chen y.; huang z.; pei t.; liu y.</td></tr><tr><td>Title:</td><td>hispatialcluster: a novel high-performance software tool for clustering massive spatial points</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12463,-0.2674,0.6137,4,69,19
1734,li x. (b),"<table><tr><td>Authors:</td><td>li x.; li q.; xu x.; xu d.; zhang x.</td></tr><tr><td>Title:</td><td>a novel approach to developing organized multi-speed evacuation plans</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12459,0.1323,0.4262,9,52,13
1735,zurbarán m.,"<table><tr><td>Authors:</td><td>zurbarán m.; wightman p.; brovelli m.; oxoli d.; iliffe m.; jimeno m.; salazar a.</td></tr><tr><td>Title:</td><td>nrand-k: minimizing the impact of location obfuscation in spatial analysis</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12462,-0.7059,0.6316,7,87,8
1736,bowlick f.j. (a),"<table><tr><td>Authors:</td><td>bowlick f.j.; goldberg d.w.; bednarz s.</td></tr><tr><td>Title:</td><td>valuable components of cybergis: expert viewpoints through q-method interviews</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12446,0.5137,0.1722,3,37,10
1737,rosser j.f.,"<table><tr><td>Authors:</td><td>rosser j.f.; jackson m.; leibovici d.g.</td></tr><tr><td>Title:</td><td>full meta object profiling for flexible geoprocessing workflows</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12460,0.4209,0.5296,10,13,10
1738,liang q.,"<table><tr><td>Authors:</td><td>liang q.; nittel s.; whittier j.c.; de bruin s.</td></tr><tr><td>Title:</td><td>real-time inverse distance weighting interpolation for streaming sensor data</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12458,0.3106,0.2062,3,42,10
1739,chakraborty o.,"<table><tr><td>Authors:</td><td>chakraborty o.; das a.; dasgupta a.; mitra p.; ghosh s.k.; mazumder t.</td></tr><tr><td>Title:</td><td>a multi-objective framework for analysis of road network vulnerability for relief facility location during flood hazards: a case study of relief location analysis in bankura district, india</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12314,0.0776,0.1184,1,15,9
1740,gao p.,"<table><tr><td>Authors:</td><td>gao p.; zhang h.; li z.</td></tr><tr><td>Title:</td><td>an efficient analytical method for computing the boltzmann entropy of a landscape gradient</td></tr><tr><td>Source:</td><td>[no source], 22(5)</td></tr></table>",https://doi.org/10.1111/tgis.12315,0.235,-0.0451,6,19,12
1741,forghani m.,"<table><tr><td>Authors:</td><td>forghani m.; karimipour f.</td></tr><tr><td>Title:</td><td>interplay between urban communities and human-crowd mobility: a study using contributed geospatial data sources</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12465,-0.6841,0.4072,4,98,21
1742,li x. (c),"<table><tr><td>Authors:</td><td>li x.; santi p.; courtney t.k.; verma s.k.; ratti c.</td></tr><tr><td>Title:</td><td>investigating the association between streetscapes and human walking activities using google street view and human trajectory data</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12472,-0.718,0.0608,8,64,18
1743,zhao d.,"<table><tr><td>Authors:</td><td>zhao d.; stefanakis e.</td></tr><tr><td>Title:</td><td>integrated compression of vehicle spatio-temporal trajectories under the road stroke network constraint</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12464,0.1985,1.03,3,13,7
1744,yuan y.,"<table><tr><td>Authors:</td><td>yuan y.; wang x.</td></tr><tr><td>Title:</td><td>exploring the effectiveness of location-based social media in modeling user activity space: a case study of weibo</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12450,-0.6849,0.5993,4,198,46
1745,haffner m.,"<table><tr><td>Authors:</td><td>haffner m.</td></tr><tr><td>Title:</td><td>a spatial analysis of non-english twitter activity in houston, tx</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12335,-0.4524,0.1913,4,185,24
1746,wang y. (b),"<table><tr><td>Authors:</td><td>wang y.; mcarthur d.</td></tr><tr><td>Title:</td><td>enhancing data privacy with semantic trajectories: a raster-based framework for gps stop/move management</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12334,-0.6376,0.7699,4,56,25
1747,zhao z.,"<table><tr><td>Authors:</td><td>zhao z.; yin l.; shaw s.-l.; fang z.; yang x.; zhang f.</td></tr><tr><td>Title:</td><td>identifying stops from mobile phone location data by introducing uncertain segments</td></tr><tr><td>Source:</td><td>[no source], 22(4)</td></tr></table>",https://doi.org/10.1111/tgis.12332,-0.5873,0.7168,4,144,28
1748,muttaqien b.i.,"<table><tr><td>Authors:</td><td>muttaqien b.i.; ostermann f.o.; lemmens r.l.g.</td></tr><tr><td>Title:</td><td>modeling aggregated expertise of user contributions to assess the credibility of openstreetmap features</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12454,-0.1191,0.7467,3,91,16
1749,van altena v.,"<table><tr><td>Authors:</td><td>van altena v.; bakker h.; stoter j.</td></tr><tr><td>Title:</td><td>advancing new testament interpretation through spatio-temporal analysis: demonstrated by case studies</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12338,0.1156,0.8112,3,6,2
1750,abraham s.,"<table><tr><td>Authors:</td><td>abraham s.; mäs s.; bernard l.</td></tr><tr><td>Title:</td><td>extraction of spatio-temporal data about historical events from text documents</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12448,-0.0297,0.9297,3,10,2
1751,grady c.j.,"<table><tr><td>Authors:</td><td>grady c.j.; li x.</td></tr><tr><td>Title:</td><td>a distributed approach for calculating inundation height based on dijkstra's algorithm</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12453,0.0154,0.5049,9,46,5
1752,giordano a. (b),"<table><tr><td>Authors:</td><td>giordano a.; cole t.</td></tr><tr><td>Title:</td><td>the limits of gis: towards a gis of place</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12342,-0.1978,0.4526,10,53,41
1753,koo h.,"<table><tr><td>Authors:</td><td>koo h.; chun y.; griffith d.a.</td></tr><tr><td>Title:</td><td>integrating spatial data analysis functionalities in a gis environment: spatial analysis using arcgis engine and r (saar)</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12452,-0.1334,-0.1717,2,222,28
1754,park s.,"<table><tr><td>Authors:</td><td>park s.; lee j.h.; clarke k.c.</td></tr><tr><td>Title:</td><td>capturing the heterogeneity of urban growth in south korea using a latent class regression model</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12451,0.1598,-0.6833,6,123,28
1755,wheeler a.p.,"<table><tr><td>Authors:</td><td>wheeler a.p.; steenbeek w.; andresen m.a.</td></tr><tr><td>Title:</td><td>testing for similarity in area-based spatial patterns: alternative methods to andresen's spatial point pattern test</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12341,-0.2208,-0.1329,2,117,15
1756,benitez-paez f.,"<table><tr><td>Authors:</td><td>benitez-paez f.; comber a.; trilles s.; huerta j.</td></tr><tr><td>Title:</td><td>creating a conceptual framework to improve the re-usability of open geographic data in cities</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12449,-0.3186,0.1243,10,5,3
1757,yue m.,"<table><tr><td>Authors:</td><td>yue m.; kang c.; andris c.; qin k.; liu y.; meng q.</td></tr><tr><td>Title:</td><td>understanding the interplay between bus, metro, and cab ridership dynamics in shenzhen, china</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12340,-0.8109,0.3583,4,83,23
1758,yu w.,"<table><tr><td>Authors:</td><td>yu w.</td></tr><tr><td>Title:</td><td>quality assessment in point feature generalization with pattern preserved</td></tr><tr><td>Source:</td><td>[no source], 22(3)</td></tr></table>",https://doi.org/10.1111/tgis.12339,0.3414,0.46,3,82,22
1759,liu z.,"<table><tr><td>Authors:</td><td>liu z.; ma t.; du y.; pei t.; yi j.; peng h.</td></tr><tr><td>Title:</td><td>mapping hourly dynamics of urban population using trajectories reconstructed from mobile phone records</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12323,-0.6257,0.3391,4,95,28
1760,degrossi l.c.,"<table><tr><td>Authors:</td><td>degrossi l.c.; porto de albuquerque j.; santos rocha r.d.; zipf a.</td></tr><tr><td>Title:</td><td>a taxonomy of quality assessment methods for volunteered and crowdsourced geographic information</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12329,-0.1109,0.725,3,162,26
1761,chen j. (a),"<table><tr><td>Authors:</td><td>chen j.; wang w.; li j.</td></tr><tr><td>Title:</td><td>a geospatial case-based reasoning model for oil–gas reservoir evaluation</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12316,0.3851,-0.6723,6,73,14
1762,malleson n.,"<table><tr><td>Authors:</td><td>malleson n.; vanky a.; hashemian b.; santi p.; verma s.k.; courtney t.k.; ratti c.</td></tr><tr><td>Title:</td><td>the characteristics of asymmetric pedestrian behavior: a preliminary study using passive smartphone location data</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12336,-0.6043,0.4551,4,155,29
1763,chen y. (c),"<table><tr><td>Authors:</td><td>chen y.; wang b.; liu x.; li x.</td></tr><tr><td>Title:</td><td>mapping the spatial disparities in urban health care services using taxi trajectories data</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12333,-0.4597,0.1809,4,96,29
1764,feng y.,"<table><tr><td>Authors:</td><td>feng y.; tong x.</td></tr><tr><td>Title:</td><td>calibration of cellular automata models using differential evolution to simulate present and future land use</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12331,0.4837,-1.0302,6,113,44
1765,yao y.,"<table><tr><td>Authors:</td><td>yao y.; zhang j.; hong y.; liang h.; he j.</td></tr><tr><td>Title:</td><td>mapping fine-scale urban housing prices by fusing remotely sensed imagery and social media data</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12330,-0.2215,-0.1864,2,92,25
1766,robertson c.,"<table><tr><td>Authors:</td><td>robertson c.; feick r.</td></tr><tr><td>Title:</td><td>inference and analysis across spatial supports in the big data era: uncertain point observations and geographic contexts</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12321,-0.3364,0.1842,4,310,79
1767,liao y.,"<table><tr><td>Authors:</td><td>liao y.; li d.; zhang n.</td></tr><tr><td>Title:</td><td>comparison of interpolation models for estimating heavy metals in soils under various spatial characteristics and sampling methods</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12319,0.4228,-0.1942,2,188,28
1768,yang m.,"<table><tr><td>Authors:</td><td>yang m.; ai t.; yan x.; chen y.; zhang x.</td></tr><tr><td>Title:</td><td>a map-algebra-based method for automatic change detection and spatial data updating across multiple scales</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12320,0.5286,0.6978,3,68,17
1769,mu w.,"<table><tr><td>Authors:</td><td>mu w.; tong d.</td></tr><tr><td>Title:</td><td>a spatial-knowledge-enhanced heuristic for solving the p-median problem</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12322,0.4349,0.2673,9,59,22
1770,adams b.,"<table><tr><td>Authors:</td><td>adams b.; mckenzie g.</td></tr><tr><td>Title:</td><td>crowdsourcing the character of a place: character-level convolutional networks for multilingual geographic text classification</td></tr><tr><td>Source:</td><td>[no source], 22(2)</td></tr></table>",https://doi.org/10.1111/tgis.12317,0.0049,0.7325,3,109,33
1771,fichtner f.w.,"<table><tr><td>Authors:</td><td>fichtner f.w.; diakité a.a.; zlatanova s.; voûte r.</td></tr><tr><td>Title:</td><td>semantic enrichment of octree structured point clouds for multi-story 3d pathfinding</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12308,0.1705,0.939,3,42,6
1772,lin j. (a),"<table><tr><td>Authors:</td><td>lin j.; cromley r.g.</td></tr><tr><td>Title:</td><td>inferring the home locations of twitter users based on the spatiotemporal clustering of twitter data</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12297,-0.3387,0.6647,4,83,37
1773,zhang g. (b),"<table><tr><td>Authors:</td><td>zhang g.; zhu a.-x.; huang z.-p.; ren g.; qin c.-z.; xiao w.</td></tr><tr><td>Title:</td><td>validity of historical volunteered geographic information: evaluating citizen data for mapping historical geographic phenomena</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12300,0.4698,0.1224,1,140,30
1774,deng m. (b),"<table><tr><td>Authors:</td><td>deng m.; yang w.; liu q.; jin r.; xu f.; zhang y.</td></tr><tr><td>Title:</td><td>heterogeneous space–time artificial neural networks for space–time series prediction</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12302,-0.1445,0.0568,2,99,30
1775,tian j.,"<table><tr><td>Authors:</td><td>tian j.; fang h.; wang y.; ren c.</td></tr><tr><td>Title:</td><td>on the degree correlation of urban road networks</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12299,-0.3636,0.5783,5,116,30
1776,zhang f.,"<table><tr><td>Authors:</td><td>zhang f.; zhou q.; li q.; wu g.; liu j.</td></tr><tr><td>Title:</td><td>an enhanced approach for surface flow routing over drainage-constrained triangulated irregular networks</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12294,1.2595,0.0762,1,51,22
1777,frazier a.e.,"<table><tr><td>Authors:</td><td>frazier a.e.; wikle t.; kedron p.</td></tr><tr><td>Title:</td><td>exploring the anatomy of geographic information systems and technology (gis&t) textbooks</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12301,0.4377,0.825,5,56,18
1778,li m.,"<table><tr><td>Authors:</td><td>li m.; huang q.; wang l.; yin j.; wang j.</td></tr><tr><td>Title:</td><td>modeling the traffic disruption caused by pluvial flash flood on intra-urban road network</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12311,-0.2065,0.4072,9,8,6
1779,alaei moghadam s. (b),"<table><tr><td>Authors:</td><td>alaei moghadam s.; karimi m.; habibi k.</td></tr><tr><td>Title:</td><td>simulating urban growth in a megalopolitan area using a patch-based cellular automata</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12309,0.3093,-0.7399,6,249,47
1780,li z. (a),"<table><tr><td>Authors:</td><td>li z.; liu q.; tang j.; deng m.</td></tr><tr><td>Title:</td><td>an adaptive method for clustering spatio-temporal events</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12312,-0.2722,0.2992,4,62,24
1781,dao t.h.d.,"<table><tr><td>Authors:</td><td>dao t.h.d.; thill j.-c.</td></tr><tr><td>Title:</td><td>three-dimensional indoor network accessibility auditing for floor plan design</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12310,0.0695,0.7702,3,22,14
